,Player ID,Season,Team ID,Fumble End Zone Touch Downs,Forced Fumbles,Fumbles,Lost Fumbles,Fumbles Opponent Recovery,Fumbles Opponent Recovery Touchdowns,Fumbles Opponent Recovery Yards,Fumbles Out of Bounds,Fumbles Own Recovery,Fumbles Own Recovery Touchdowns,Fumbles Own Recovery Yards
337,3289f9ce-e1d1-40ed-9d3f-242a1712c586,2015,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,1,0,0,0,0,0,1,0,0
338,59fc3367-5514-4616-a93c-06e4365b2293,2015,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,3,3,0,0,0,0,0,0,-7
339,bd8052bd-0898-430b-99c9-2529e895ae79,2015,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,1,1,0,0,0,0,0,0,0
340,c9701373-23f6-4058-9189-8d9c085f3c49,2015,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,1,1,0,0,0,0,0,0,0
341,d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1,2015,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,5,2,0,0,0,0,3,0,-34
342,d4b30988-e8c5-4689-8037-f79a0d3c2774,2015,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,1,1,0,0,0,0,0,0,-10
343,31c376b7-2e10-473a-aa54-d9f709a5b93e,2015,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,1,0,0,0,0,1,1,0,0
344,4b3677f5-712e-43f2-b7bb-51ac6f291b86,2015,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,1,1,0,0,0,0,0,0,0
345,4f0053fc-5559-4551-bd81-dcd1cdf3a9ec,2015,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,3,2,0,0,0,0,1,0,0
346,63fd9abe-4bdf-4611-9497-0c67e030ce01,2015,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,0,0,0,0,0,0,1,0,0
347,865d8df9-06ec-40c3-8c71-637f9fd0bcbf,2015,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,1,0,0,0,0,0,1,0,0
348,a261fd0a-b096-4db7-bd51-2f13bde485da,2015,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,9,6,0,0,0,0,0,0,-4
349,b040e601-ec40-4757-bf3d-71bf64ef99cf,2015,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,1,1,0,0,0,0,0,0,0
350,fa8cfe11-018a-4d4c-9588-c86cab0415c0,2015,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,2,2,0,0,0,0,0,0,0
351,3058b3c8-0fa3-4bd4-9df9-6a56a7b4af88,2015,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,1,1,0,0,0,0,0,0,0
352,52f4a43a-64a9-4d69-a9e2-28bd60f68e49,2015,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,1,0,0,0,0,0,1,0,0
353,64797df2-efd3-4b27-86ee-1d48f7edb09f,2015,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,5,2,0,0,0,0,3,0,-22
354,9173225c-4e88-4c87-ad78-41aa0d00a1be,2015,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,2,2,0,0,0,0,0,0,0
355,16e33176-b73e-49b7-b0aa-c405b47a706e,2015,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,3,2,0,0,0,0,1,0,0
356,c456e060-d4d8-46cb-acf4-296edfb4f7bd,2015,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,0,0,0,0,0,0,1,0,0
357,d4dd3d0b-5023-415d-ad15-94f294c561b1,2015,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,1,1,0,0,0,0,0,0,0
358,e9d4ab78-3572-47ab-b4d3-e04c5af231f3,2015,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,1,1,0,0,0,0,0,0,0
359,ea357add-1a41-4a8b-8f34-bbfade7f4d98,2015,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,2,0,0,0,0,0,1,0,0
360,f611f87a-1e49-4196-9088-8c760f26006d,2015,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,1,0,0,0,0,0,0,0,0,0
361,6a2b129d-a9e5-4131-b491-82269b323f77,2015,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,4,3,0,0,0,0,0,0,0
362,b8426cea-f8b9-4061-8d56-e70d1230103e,2015,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,1,0,0,0,0,1,0,0,0
363,c682e8ea-fe48-45d2-af60-682a6125ab22,2015,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,2,1,0,0,0,0,1,0,0
364,e3181493-6a2a-4e95-aa6f-3fc1ddeb7512,2015,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,3,1,0,0,0,0,2,0,0
365,10952a8e-9da1-447b-a016-c699db00c5f0,2015,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,2,1,0,0,0,1,1,0,0
366,6723249c-5fb5-4b0a-9373-cb59cdc99ec8,2015,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,14,5,0,0,0,0,5,0,-30
367,73d6cb8a-3d72-4a6a-b3c9-fe61dfd1bd41,2015,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,1,0,0,0,0,0,1,0,0
368,af944a80-eba7-479d-b3b1-73279abdc67a,2015,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,1,1,0,0,0,0,0,0,0
369,01291a8d-d97c-4d88-b497-b5ad4b72f626,2015,82d2d380-3834-4938-835f-aec541e5ece7,0,0,2,1,0,0,0,0,0,0,0
370,5c48ade7-4b9a-4757-9643-87a6e3839e2b,2015,82d2d380-3834-4938-835f-aec541e5ece7,0,0,1,0,0,0,0,0,0,0,0
371,af4ba620-2f00-4b00-9111-7897f2b1cde8,2015,82d2d380-3834-4938-835f-aec541e5ece7,0,0,6,2,0,0,0,0,1,0,0
372,cbf1cdba-d165-45f7-a695-5e0971dd9042,2015,82d2d380-3834-4938-835f-aec541e5ece7,0,1,2,1,0,0,0,0,0,0,0
373,0f062def-77f5-4362-86cb-4bdb63a59eba,2015,d26a1ca5-722d-4274-8f97-c92e49c96315,0,1,0,0,0,0,0,0,1,0,0
374,7c16c04c-04de-41f3-ac16-ad6a9435e3f7,2015,d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,10,6,0,0,0,0,3,0,-10
375,0847010c-9a77-4f0b-9d63-c8b4b224d263,2015,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,4,1,0,0,0,0,2,0,-3
376,132721b4-fd32-4795-b214-ab4baaaceb3a,2015,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,1,0,0,0,0,0,0,0,0,0
377,6e444737-a1e1-4ddd-b963-cd6a9496fde0,2015,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,2,2,0,0,0,0,0,0,0
378,f7841baa-9284-4c03-b698-442570651c6c,2015,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,2,2,0,0,0,0,0,0,0
379,fd4e8681-f2f4-47c7-b954-a72be9b1ca00,2015,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,2,2,0,0,0,0,0,0,0
380,2958ea86-e2dc-4719-93e5-cc9d093ca963,2015,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,0,0,0,0,0,0,1,0,0
381,2fda010a-8c62-4c07-b601-4ba03f57e6af,2015,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,4,0,0,0,0,0,2,0,-1
382,35823109-daf1-4825-92b8-564271398ecb,2015,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,2,1,0,0,0,0,1,0,0
383,65f91b8b-6794-4273-bf42-4d00b5973ddd,2015,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,1,1,0,0,0,0,0,0,0
384,aca06a5e-0e3a-4285-a025-199f8fa0376f,2015,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,3,2,0,0,0,1,0,0,0
385,c3859e06-5f23-4302-a71b-04820a899d5f,2015,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,2,2,0,0,0,0,0,0,0
386,00f88be8-45f9-4237-b2b8-3271ec790d07,2015,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,1,1,0,0,0,0,0,0,0
387,540f8b30-900e-4d17-8756-c262ba5fa039,2015,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,4,1,0,0,0,2,1,0,0
388,996974b8-2e0a-47d9-90a7-c3455192d06b,2015,1c1cec48-6352-4556-b789-35304c1a6ae1,0,1,0,0,0,0,0,0,0,0,0
389,9f026fc0-4449-4dc5-a226-2e2830619381,2015,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,10,3,0,0,0,2,2,0,-13
390,adadafa1-dc37-486d-8538-7db1e1b5f71e,2015,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,2,1,0,0,0,1,1,0,0
391,fe767946-236d-4c04-9c59-5e3edd51acfe,2015,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,1,0,0,0,0,0,1,0,0
392,433587a5-dabc-4b1b-9545-66e570f806a7,2015,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,1,1,0,0,0,0,0,0,0
393,7092bb09-a161-4ab9-8d19-fdcf1a91bb3d,2015,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,2,2,0,0,0,0,0,0,0
394,8263e101-aa33-435f-bf0f-388e1c4eeb59,2015,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,4,0,0,0,0,0,3,0,0
395,15b156b5-30cc-4070-b60a-1c09e62c5a9b,2015,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,2,0,0,0,0,1,1,0,0
396,5ec072b3-2837-4cf1-bb4f-ecd873949626,2015,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,1,1,0,0,0,0,0,0,0
397,7b96a836-666b-47b6-a0a7-9dbb0b4c53e8,2015,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,2,1,0,0,0,1,0,0,0
398,cc3640b0-7560-431f-84ab-599e9dc8cac6,2015,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,10,3,0,0,0,0,4,0,-35
399,cfb0ff68-51cb-4dad-ba81-f9e019a93a91,2015,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,1,1,0,0,0,0,0,0,0
400,de3421f7-2147-4835-89a5-724e87bad463,2015,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,1,1,1,0,0,0,0,0,0,0
401,e6c40f79-1bbd-4f62-9391-7f535f110c0d,2015,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,1,1,0,0,0,0,0,0,0
402,354dec38-b88b-4ba0-8974-859123f27c45,2015,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,2,0,0,0,0,2,0,0,0
403,53dc492f-b4cc-4da2-a6cc-f61f7c23272f,2015,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,0,0,0,0,0,0,1,0,0
404,5ed2cea8-e0c6-482c-9ee1-548c06612226,2015,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,3,0,0,0,0,0,2,0,0
405,6cb6226e-f08c-4192-95f1-69709ed686c6,2015,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,11,4,0,0,0,1,4,0,-19
406,0366fd06-19a3-4b69-8448-6bfbfad1250b,2015,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,2,0,0,0,0,1,0,0,0
407,3699dfd9-d437-43f7-b674-adbb31e7e64b,2015,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,1,0,0,0,0,0,0,0,0
408,3e618eb6-41f2-4f20-ad70-2460f9366f43,2015,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,1,1,0,0,0,0,0,0,0
409,8002dd5e-a75a-4d72-9a8c-0f4dbc80d459,2015,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,4,1,0,0,0,2,1,0,0
410,bbd0942c-6f77-4f83-a6d0-66ec6548019e,2015,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,9,3,0,0,0,1,5,0,-8
411,c3bf8d3e-3b2e-4f9e-ad74-c0a684035f17,2015,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,3,2,0,0,0,1,0,0,0
412,1b8db398-7a7e-44df-922e-d979507e6bdb,2015,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,0,0,1,0,0,0,0,0,0
413,5c529c33-8a1d-413a-b635-880ac86f30c1,2015,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,1,0,0,0,0,0,1,0,0
414,91a95850-9514-49d5-b2b0-f8e21156daa0,2015,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,0,0,1,0,0,0,0,0,0
415,98a944cf-0fc3-4a0b-9011-490722667d37,2015,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,0,0,0,0,0,0,1,0,0
416,40958157-617f-40b4-91e5-9895f66da29c,2015,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,2,1,0,0,0,0,1,0,0
417,62d4e94c-443f-44ed-9404-c6d6bdd9aa64,2015,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,1,1,0,0,0,0,0,0,0
418,ade43b1a-0601-4672-83b6-d246bc066a19,2015,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,4,2,0,0,0,0,2,0,-5
419,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,2015,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,5,2,0,0,0,1,2,0,0
420,c88d9352-b835-45ed-a909-1cfec09a58bc,2015,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,1,1,0,0,0,0,0,0,0
421,0ce48193-e2fa-466e-a986-33f751add206,2015,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,8,4,0,0,0,0,3,0,0
422,3283f152-d373-43b3-b88f-f6f261c48e81,2015,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,1,0,0,0,0,0,2,1,0
423,e00b3426-238b-4bdb-85c3-bbf08b7469e3,2015,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,0,0,0,0,0,0,1,0,0
424,e0856548-6fd5-4f83-9aa0-91f1bf4cbbd8,2015,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,1,0,0,0,0,0,0,0,0,0
425,6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3,2015,33405046-04ee-4058-a950-d606f8c30852,0,0,1,1,0,0,0,0,0,0,0
426,a1c40664-b265-4083-aad2-54b4c734f2c5,2015,33405046-04ee-4058-a950-d606f8c30852,0,0,2,0,0,0,0,0,2,0,0
427,ab58c0ac-a747-47e6-9b3c-505e41d2bd3d,2015,33405046-04ee-4058-a950-d606f8c30852,0,0,7,3,0,0,0,1,3,0,0
428,d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7,2015,33405046-04ee-4058-a950-d606f8c30852,0,0,8,3,0,0,0,1,1,0,-2
429,da85107c-365c-4d58-90ab-479d97d798b4,2015,33405046-04ee-4058-a950-d606f8c30852,0,0,1,1,0,0,0,0,0,0,0
430,5b712aed-201c-43dd-b978-b7b6ef91178e,2015,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,0,0,0,0,0,0,1,0,1
431,5c2a0c83-e18a-43dd-bd65-704771157e42,2015,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,5,5,0,0,0,0,0,0,0
432,c48c21d9-0ae5-478c-ad34-30a660cfa9b8,2015,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,1,1,0,0,0,0,0,0,0
433,fb3b36fc-b985-4807-8199-d038d7e62a93,2015,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,6,2,0,0,0,0,4,0,-8
434,0b3217b9-ba37-4222-95cb-a7a222441e8b,2015,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,3,1,0,0,0,1,3,1,0
435,2e50c78f-fa3b-48cf-8531-6eeddc93d88d,2015,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,3,2,0,0,0,0,2,0,0
436,5827b78b-5150-4ba9-bc46-902428e99a31,2015,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,3,3,0,0,0,0,1,0,0
437,7e648a0b-fdc8-4661-a587-5826f2cac11b,2015,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,12,5,0,0,0,0,4,0,-24
438,214e55e4-a089-412d-9598-a16495df0d25,2015,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,5,4,0,0,0,0,1,0,-10
439,250199f2-1387-4b55-b96f-17fedea6db7f,2015,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,0,0,1,0,14,0,0,0,0
440,46bb9a85-523c-4530-95c3-2c2a9737e65f,2015,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,0,0,0,0,0,0,1,1,57
441,587d0a98-7ec5-45a5-adba-8af26e8f256b,2015,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,1,1,0,0,0,0,0,0,0
442,72fbe462-91c5-4c84-9640-e8ad7cad6447,2015,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,1,0,0,0,0,0,1,0,0
443,7f5f2a81-ac40-420c-9421-5b9e2a21faf8,2015,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,1,1,0,0,0,0,0,0,0
444,96a1fc85-5af7-49fa-a5ac-ddc06c205ced,2015,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,3,2,0,0,0,0,0,0,0
445,36007e6e-ca6b-42ee-b9f8-79a9a964f5bc,2015,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,3,1,0,0,0,0,1,0,0
446,687cdc33-bd0d-4b70-adb3-33f97dc26a3c,2015,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,0,0,0,0,0,0,1,0,0
447,8482bc94-0eb0-4e92-8f99-ced135f3cd5d,2015,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,2,1,0,0,0,0,2,0,0
448,b4ce3e07-7848-4da2-a33e-4f04ce540ba5,2015,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,1,0,0,0,0,0,0,0
449,b6b954eb-4591-4b7a-86b9-a481f15fdd58,2015,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,0,0,0,0,0,0,0,0
450,bb5957e6-ce7d-47ab-8036-22191ffc1c44,2015,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,5,2,0,0,0,0,2,0,0
451,d81844de-54c3-42ee-9850-072dc4131b6f,2015,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,1,0,0,0,0,0,0,0
452,f336567d-44a9-4245-8452-1dd485fd70fb,2015,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,2,1,0,0,0,0,0,0,0
453,16cc9ade-f9ad-4d32-b5b9-d7568ee80f58,2015,f0e724b0-4cbf-495a-be47-013907608da9,0,0,0,0,0,0,0,0,1,0,0
454,3a29784c-832f-4e41-a4ac-71d4f9ad410c,2015,f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,0,0,0,0,0,0,0,0
455,617435c6-4a3f-4689-ab15-44bd93b33615,2015,f0e724b0-4cbf-495a-be47-013907608da9,0,0,3,1,0,0,0,2,0,0,0
456,8f24a248-b328-43ec-8677-67600e42a8f7,2015,f0e724b0-4cbf-495a-be47-013907608da9,0,0,2,0,0,0,0,1,1,0,0
457,de816e24-8442-49a4-99cd-dde7e7c05863,2015,f0e724b0-4cbf-495a-be47-013907608da9,0,0,4,1,0,0,0,0,1,0,-15
458,eeb9e3f4-e378-44ca-94b6-a724011ad710,2015,f0e724b0-4cbf-495a-be47-013907608da9,0,0,0,0,0,0,0,0,1,0,0
459,2c8670ae-0c23-4d20-9d2b-f4c3e25f8938,2015,de760528-1dc0-416a-a978-b510d20692ff,0,0,4,1,0,0,0,2,0,0,0
460,617269c1-88b3-45a6-b4a8-b2806a0cdaea,2015,de760528-1dc0-416a-a978-b510d20692ff,0,0,1,1,0,0,0,0,0,0,0
461,9b13d2bc-b22c-4f91-8eeb-309f43422d6e,2015,de760528-1dc0-416a-a978-b510d20692ff,0,0,1,1,0,0,0,0,0,0,0
462,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,2015,de760528-1dc0-416a-a978-b510d20692ff,0,0,2,2,0,0,0,0,0,0,0
463,409d4cac-ee90-4470-9710-ebe671678339,2015,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,7,3,0,0,0,2,2,0,-3
464,488c3707-26ee-4e1a-8742-494a06f77801,2015,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,1,1,0,0,0,0,1,0,0
465,7e5b8212-df93-4069-b3f0-be4b5cb47389,2015,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,1,0,0,0,0,1,1,0,0
466,cf8e8522-6220-4612-a8a1-72c496dac536,2015,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,0,0,0,0,0,0,1,0,0
467,dffa69ad-331e-4f09-ae38-40a5a4406be6,2015,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,2,1,0,0,0,1,0,0,0
468,e1b29179-074b-4c91-8797-763b76ac618a,2015,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,1,0,0,0,0,0,0,0,0
469,166292fc-629e-4c7b-b7bf-f572ca9eeb43,2016,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,3,0,0,0,0,0,1,0,-5
470,697200ea-cabb-40b8-aeac-e52763310306,2016,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,2,2,0,0,0,0,0,0,0
471,7f3ef024-eb34-46af-8b9e-544cdf09378f,2016,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,4,2,0,0,0,1,3,0,-6
472,d08da2a3-8296-4038-bb46-ab1feca4bbd4,2016,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,1,0,0,0,0,0,1,0,0
473,06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4,2016,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,2,2,0,0,0,0,0,0,0
474,5812204c-6dae-4450-8011-99e0f72864ac,2016,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,9,3,0,0,0,2,3,0,-27
475,5de11f0b-8da9-42ba-9a93-db7f0a58543b,2016,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,4,1,0,0,0,0,3,0,0
476,90908a56-901b-466d-8689-943075da96fe,2016,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,1,1,0,0,0,0,1,0,0
477,a0b93053-d349-4dd1-a840-24577102699b,2016,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,1,0,0,0,0,0,0,0,0
478,bb78a66a-a8ec-4294-8858-c7e5a1d15106,2016,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,4,1,0,0,0,0,2,0,0
479,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,2016,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,9,1,0,0,0,0,4,0,-6
480,4a38cda2-e92f-47f8-b324-0c34e09d83f2,2016,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,1,1,0,0,0,0,0,0,0
481,58ea6518-6fb7-4e5a-a586-7202d4c5f07e,2016,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,0,0,0,0,0,0,1,1,42
482,abeef681-4be7-4ff3-9076-c72ec5a1b2e4,2016,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,0,0,0,0,0,0,1,0,0
483,bbca096b-fd15-498a-86c2-feb44737363f,2016,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,1,0,0,1,0,0,0,0,0,0
484,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,2016,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,1,0,0,0,0,0,0,0,0
485,e81fb788-1478-4936-ae12-f6ed7ec23476,2016,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,1,1,0,0,0,0,0,0,0
486,2bb70d56-a79a-4fa1-ae37-99858a3ffd55,2016,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,3,2,0,0,0,1,0,0,0
487,39f70428-a78a-494c-8676-438d953c289e,2016,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,0,0,0,0,0,0,1,0,0
488,41c44740-d0f6-44ab-8347-3b5d515e5ecf,2016,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,5,0,0,0,0,0,4,0,-1
489,42de9d1d-0352-460b-9172-9452414fd7fd,2016,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,2,1,0,0,0,0,0,0,-2
490,8fc65820-f565-44e2-8635-3e1cdf165bf6,2016,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,1,1,0,0,0,0,0,0,0
491,973bfe3c-6d0d-4130-a79c-f860650b1da6,2016,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,3,1,0,0,0,0,2,0,0
492,9d404288-65c5-414f-8ea5-ceb97eccaea0,2016,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,2,1,0,0,0,0,0,0,0
493,ad2258ab-67f0-41c2-bcf3-f3ba145187dc,2016,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,3,1,0,0,0,0,1,0,0
494,b25ba2bd-80bd-4295-9034-cf9242fb207b,2016,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,1,0,0,0,0,0,1,0,0
495,dba5e3ec-2c77-4f65-ad6e-cee246f816ef,2016,97354895-8c77-4fd4-a860-32e62ea7382a,0,1,0,0,0,0,0,0,1,0,0
496,f5d20030-d934-45e3-8282-e34c6c83ad84,2016,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,2,1,0,0,0,1,0,0,0
497,24cf6148-f0af-4103-a215-e06956764953,2016,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,1,1,0,0,0,0,1,0,0
498,6bb4d6f8-c8fb-4ca7-a416-a7010526114d,2016,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,3,0,0,0,0,0,3,0,0
499,76a5edec-5ff7-49fa-a8ec-5768a372279d,2016,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,1,1,0,0,0,0,0,0,0
500,bd8052bd-0898-430b-99c9-2529e895ae79,2016,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,1,1,1,0,0,0,0,0,0,0
501,d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1,2016,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,9,3,0,0,0,1,2,0,-17
502,31c376b7-2e10-473a-aa54-d9f709a5b93e,2016,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,2,1,0,0,0,1,0,0,0
503,40cd928f-f228-4ffd-8179-b27a12e14a44,2016,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,2,2,0,0,0,0,1,0,0
504,573f7acc-376b-4f37-8039-5c4c15c4a508,2016,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,4,1,0,0,0,1,2,0,-12
505,8dfb370d-460c-4bfc-9d62-888687248783,2016,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,4,1,0,0,0,0,1,0,-18
